text,intent
When will the offer expire?,ask_info
When should I arrive at the airport for flight SG-452?,ask_info
What are the seating arrangements at stadium Mumbai?,ask_info
The coupon IN-786 offers a 20% discount on selected items.,not_ask_info
Your hotel reservation at Royal Garden is confirmed.,not_ask_info
Your concert tickets for Ocean View Diner are booked.,not_ask_info
When does the webinar start?,ask_info
Who is eligible for the discount coupon Sunrise Hotel?,ask_info
The coupon Hilltop Inn offers a 20% discount on selected items.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
What discount does coupon Lakeview Resort offer?,ask_info
Dinner is included in your package.,not_ask_info
What are the seating arrangements at stadium Hilltop Inn?,ask_info
Where do I enter the promo code when booking?,ask_info
What should I bring to the match?,ask_info
Who is playing in the match?,ask_info
Your concert tickets for Royal Garden are booked.,not_ask_info
Who do I contact for room service?,ask_info
Where should I park my vehicle near the restaurant Food Festival?,ask_info
Who do I contact for room service?,ask_info
Who do I contact for room service?,ask_info
Your flight 2025-10-05 is confirmed for 2025-09-20.,not_ask_info
When does the event Tech Webinar start?,ask_info
Where can I collect tickets for Royal Garden?,ask_info
When does the train depart from IN-786?,ask_info
Where can I redeem coupon Food Festival?,ask_info
Dinner is included in your package.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Who is the chief guest at the event?,ask_info
Where should I park my vehicle near the restaurant WELCOME10?,ask_info
What meal options are included in my package?,ask_info
The event will be live-streamed online.,not_ask_info
Who can help me apply the coupon?,ask_info
What are the check-in rules at hotel 3 PM?,ask_info
The event will be live-streamed online.,not_ask_info
When should I arrive at hotel John?,ask_info
When does the webinar start?,ask_info
Where can I redeem coupon Tech Webinar?,ask_info
The event will be live-streamed online.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Your flight Food Festival is confirmed for 10 AM.,not_ask_info
Who will moderate the panel discussion?,ask_info
Who is playing in the match?,ask_info
Your flight Wankhede Stadium is confirmed for Art Exhibition.,not_ask_info
Who will moderate the panel discussion?,ask_info
What are the seating arrangements at stadium Sunrise Hotel?,ask_info
Where can I access the online event?,ask_info
What platform will the session be streamed on?,ask_info
The coupon Sports Match offers a 20% discount on selected items.,not_ask_info
What meal options are included in my package?,ask_info
Who can help me apply the coupon?,ask_info
Who is eligible for the discount coupon WELCOME10?,ask_info
When does the event Food Festival start?,ask_info
The coupon Wankhede Stadium offers a 20% discount on selected items.,not_ask_info
Who will moderate the panel discussion?,ask_info
Your hotel reservation at 10 AM is confirmed.,not_ask_info
Where can I collect my boarding pass for flight Royal Garden?,ask_info
The event will be live-streamed online.,not_ask_info
When should I arrive at the airport for flight FESTIVE50?,ask_info
Who is the keynote speaker at the webinar?,ask_info
Who will moderate the panel discussion?,ask_info
What discount does coupon 2025-12-01 offer?,ask_info
A confirmation email has been sent to you.,not_ask_info
What are the check-in rules at hotel Pune?,ask_info
A confirmation email has been sent to you.,not_ask_info
What should I bring to the match?,ask_info
What is the baggage allowance for flight 6 PM?,ask_info
Your flight WELCOME10 is confirmed for Eden Gardens.,not_ask_info
The event will be live-streamed online.,not_ask_info
Who is the chief guest at the event?,ask_info
Where is platform 5 located at Art Exhibition station?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for FESTIVE50 are booked.,not_ask_info
Where is the venue for the seminar?,ask_info
Your hotel reservation at 2025-10-05 is confirmed.,not_ask_info
Dinner is included in your package.,not_ask_info
Your hotel reservation at 2025-12-01 is confirmed.,not_ask_info
When does the event WELCOME10 start?,ask_info
Where is the venue for the seminar?,ask_info
When does the train depart from Sports Match?,ask_info
Your hotel reservation at 6 PM is confirmed.,not_ask_info
Who can help me apply the coupon?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
What meal options are included in my package?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where is the venue for the seminar?,ask_info
What are the terms and conditions for coupon Wankhede Stadium?,ask_info
When should I arrive at hotel The Spice House?,ask_info
Your hotel reservation at Alice is confirmed.,not_ask_info
Where is hotel Bangalore located?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
The coupon Wankhede Stadium offers a 20% discount on selected items.,not_ask_info
What is the baggage allowance for flight Sunrise Hotel?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
What platform will the session be streamed on?,ask_info
Your flight 2025-10-05 is confirmed for SAVE20.,not_ask_info
When is the last date to redeem coupon IN-786?,ask_info
Where can I collect my boarding pass for flight Lakeview Resort?,ask_info
What platform will the session be streamed on?,ask_info
Who can help me with flight changes?,ask_info
When can I download the event materials?,ask_info
Who manages bookings at hotel AI-301?,ask_info
When will match tickets be available?,ask_info
Where is the venue for the seminar?,ask_info
Your flight Mumbai is confirmed for Sunrise Hotel.,not_ask_info
Your hotel reservation at Sunrise Hotel is confirmed.,not_ask_info
When will match tickets be available?,ask_info
What should I bring to the match?,ask_info
The coupon Chennai offers a 20% discount on selected items.,not_ask_info
Where can I collect my boarding pass for flight John?,ask_info
What platform will the session be streamed on?,ask_info
When is the last date to redeem coupon Pune?,ask_info
Who is playing in the match?,ask_info
Who can help me with flight changes?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Who is in charge of platform announcements?,ask_info
Dinner is included in your package.,not_ask_info
Who is eligible for the discount coupon Lakeview Resort?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I access the online event?,ask_info
Your concert tickets for Pune are booked.,not_ask_info
Where is the venue for the seminar?,ask_info
What should I bring to the match?,ask_info
What are the seating arrangements at stadium Delhi?,ask_info
Dinner is included in your package.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
What discount does coupon 7:30 PM offer?,ask_info
Where is hotel 2025-10-05 located?,ask_info
The coupon Delhi offers a 20% discount on selected items.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I access the online event?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your hotel reservation at Eden Gardens is confirmed.,not_ask_info
Where is hotel 6 PM located?,ask_info
When is the last date to redeem coupon John?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
What are the seating arrangements at stadium AI-301?,ask_info
What meal options are included in my package?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where can I collect my boarding pass for flight 2025-12-01?,ask_info
When does the event Ocean View Diner start?,ask_info
Where can I access the online event?,ask_info
Dinner is included in your package.,not_ask_info
The coupon Bangalore offers a 20% discount on selected items.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What platform will the session be streamed on?,ask_info
Who is the chief guest at the event?,ask_info
Where is the venue for the seminar?,ask_info
A confirmation email has been sent to you.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who manages bookings at hotel Lakeview Resort?,ask_info
What documents do I need for train travel?,ask_info
Who is the chief guest at the event?,ask_info
Your flight Lakeview Resort is confirmed for The Spice House.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your concert tickets for Pune are booked.,not_ask_info
Where do I enter the promo code when booking?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Dinner is included in your package.,not_ask_info
The event will be live-streamed online.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Your concert tickets for Delhi are booked.,not_ask_info
Who is eligible for the discount coupon WELCOME10?,ask_info
The coupon John offers a 20% discount on selected items.,not_ask_info
When is the last date to redeem coupon Sunrise Hotel?,ask_info
When can I download the event materials?,ask_info
When will match tickets be available?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Where is hotel SG-452 located?,ask_info
Your hotel reservation at Mumbai is confirmed.,not_ask_info
When does the webinar start?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where is the venue for the seminar?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When does the restaurant open for dinner?,ask_info
The coupon SAVE20 offers a 20% discount on selected items.,not_ask_info
What is the baggage allowance for flight John?,ask_info
What is the topic of the webinar Narendra Modi Stadium?,ask_info
A confirmation email has been sent to you.,not_ask_info
What discount does coupon SG-452 offer?,ask_info
Where can I collect tickets for Pune?,ask_info
What platform will the session be streamed on?,ask_info
Your hotel reservation at AI-301 is confirmed.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
When should I arrive at the airport for flight Lakeview Resort?,ask_info
Who is the chief guest at the event?,ask_info
What should I bring to the match?,ask_info
Where is the parking near stadium FESTIVE50?,ask_info
Who is in charge of platform announcements?,ask_info
When does the restaurant open for dinner?,ask_info
Your concert tickets for Eden Gardens are booked.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your concert tickets for Ravi are booked.,not_ask_info
Dinner is included in your package.,not_ask_info
Who is playing in the match?,ask_info
Who is the chief guest at the event?,ask_info
When does the restaurant open for dinner?,ask_info
Your hotel reservation at Ocean View Diner is confirmed.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who can help me apply the coupon?,ask_info
Your flight WELCOME10 is confirmed for Hilltop Inn.,not_ask_info
When can I download the event materials?,ask_info
Where do I enter the promo code when booking?,ask_info
When does the event Sunrise Hotel start?,ask_info
When does the event Narendra Modi Stadium start?,ask_info
When does the webinar start?,ask_info
Your flight AI-301 is confirmed for 2025-11-15.,not_ask_info
Where do I enter the promo code when booking?,ask_info
Your flight 2025-09-20 is confirmed for 3 PM.,not_ask_info
When is the last date to redeem coupon Delhi?,ask_info
Dinner is included in your package.,not_ask_info
Who is in charge of platform announcements?,ask_info
Where can I redeem coupon FESTIVE50?,ask_info
What documents do I need for train travel?,ask_info
What are the seating arrangements at stadium John?,ask_info
Who manages bookings at hotel SAVE20?,ask_info
Your concert tickets for Chennai are booked.,not_ask_info
Where can I collect tickets for 2025-12-01?,ask_info
Your hotel reservation at Sunrise Hotel is confirmed.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where do I enter the promo code when booking?,ask_info
When should I arrive at hotel Wankhede Stadium?,ask_info
Who is eligible for the discount coupon 2025-09-20?,ask_info
When can I download the event materials?,ask_info
Who is playing in the match?,ask_info
Who manages bookings at hotel SG-452?,ask_info
When will match tickets be available?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Dinner is included in your package.,not_ask_info
Where can I collect tickets for Hilltop Inn?,ask_info
When can I download the event materials?,ask_info
Where is the parking near stadium SG-452?,ask_info
Who is eligible for the discount coupon FESTIVE50?,ask_info
Where can I access the online event?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where is hotel Pune located?,ask_info
Who is eligible for the discount coupon Hilltop Inn?,ask_info
Dinner is included in your package.,not_ask_info
Your hotel reservation at Hilltop Inn is confirmed.,not_ask_info
Who is eligible for the discount coupon FESTIVE50?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I redeem coupon Bangalore?,ask_info
Who can help me apply the coupon?,ask_info
A confirmation email has been sent to you.,not_ask_info
Your concert tickets for Hilltop Inn are booked.,not_ask_info
When can I download the event materials?,ask_info
When should I arrive at the airport for flight WELCOME10?,ask_info
What are the terms and conditions for coupon AI-301?,ask_info
What discount does coupon Pune offer?,ask_info
What documents do I need for train travel?,ask_info
When does the event SAVE20 start?,ask_info
A confirmation email has been sent to you.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What are the terms and conditions for coupon John?,ask_info
Your flight 10 AM is confirmed for The Spice House.,not_ask_info
What are the check-in rules at hotel 10 AM?,ask_info
Where is hotel Hilltop Inn located?,ask_info
When should I arrive at hotel Sunrise Hotel?,ask_info
Your concert tickets for 2025-09-20 are booked.,not_ask_info
What platform will the session be streamed on?,ask_info
Where can I collect my boarding pass for flight Narendra Modi Stadium?,ask_info
When does the event 2025-12-01 start?,ask_info
The event will be live-streamed online.,not_ask_info
Where is the venue for the seminar?,ask_info
Where is the parking near stadium 7:30 PM?,ask_info
Who can help me with flight changes?,ask_info
What is the refund policy for flight 3 PM?,ask_info
Who can help me apply the coupon?,ask_info
What platform will the session be streamed on?,ask_info
The coupon Meera offers a 20% discount on selected items.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where can I access the online event?,ask_info
The coupon FESTIVE50 offers a 20% discount on selected items.,not_ask_info
Where can I access the online event?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Your hotel reservation at 2025-12-01 is confirmed.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Who is in charge of platform announcements?,ask_info
When does the event WELCOME10 start?,ask_info
Dinner is included in your package.,not_ask_info
The event will be live-streamed online.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where should I park my vehicle near the restaurant Hilltop Inn?,ask_info
The event will be live-streamed online.,not_ask_info
Where do I enter the promo code when booking?,ask_info
The coupon 6 PM offers a 20% discount on selected items.,not_ask_info
What meal options are included in my package?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Where is the parking near stadium SAVE20?,ask_info
When does the restaurant open for dinner?,ask_info
Your flight Eden Gardens is confirmed for Meera.,not_ask_info
Your flight Royal Garden is confirmed for Art Exhibition.,not_ask_info
When will the offer expire?,ask_info
Your concert tickets for Wankhede Stadium are booked.,not_ask_info
Your flight John is confirmed for Wankhede Stadium.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
When is the last date to redeem coupon FESTIVE50?,ask_info
A reminder will be sent before the event starts.,not_ask_info
When does the train depart from Tech Webinar?,ask_info
When should I arrive at hotel Art Exhibition?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where is the venue for the seminar?,ask_info
What is the topic of the webinar 6 PM?,ask_info
When should I arrive at hotel 10 AM?,ask_info
A reminder will be sent before the event starts.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Where is the parking near stadium IN-786?,ask_info
The coupon SG-452 offers a 20% discount on selected items.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
The event will be live-streamed online.,not_ask_info
Your hotel reservation at 3 PM is confirmed.,not_ask_info
Where can I redeem coupon Royal Garden?,ask_info
When can I download the event materials?,ask_info
Where is hotel John located?,ask_info
When can I download the event materials?,ask_info
Your concert tickets for AI-301 are booked.,not_ask_info
Your concert tickets for 2025-11-15 are booked.,not_ask_info
Who is the chief guest at the event?,ask_info
Your flight Meera is confirmed for Mumbai.,not_ask_info
Where is hotel Ocean View Diner located?,ask_info
The coupon 2025-09-20 offers a 20% discount on selected items.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Dinner is included in your package.,not_ask_info
When should I arrive at hotel Hilltop Inn?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
What are the check-in rules at hotel SG-452?,ask_info
The coupon SAVE20 offers a 20% discount on selected items.,not_ask_info
The event will be live-streamed online.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Where can I access the online event?,ask_info
Where do I enter the promo code when booking?,ask_info
What discount does coupon Sports Match offer?,ask_info
When can I download the event materials?,ask_info
What platform will the session be streamed on?,ask_info
When should I arrive at the airport for flight Hilltop Inn?,ask_info
What meal options are included in my package?,ask_info
A confirmation email has been sent to you.,not_ask_info
When does the event IN-786 start?,ask_info
A reminder will be sent before the event starts.,not_ask_info
What documents do I need for train travel?,ask_info
Who is the chief guest at the event?,ask_info
Your flight Lakeview Resort is confirmed for FESTIVE50.,not_ask_info
When does the restaurant open for dinner?,ask_info
Who is eligible for the discount coupon Ocean View Diner?,ask_info
When will match tickets be available?,ask_info
When does the webinar start?,ask_info
When should I arrive at hotel Meera?,ask_info
Who manages bookings at hotel Narendra Modi Stadium?,ask_info
What are the seating arrangements at stadium Food Festival?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
The event will be live-streamed online.,not_ask_info
The event will be live-streamed online.,not_ask_info
Your concert tickets for Hilltop Inn are booked.,not_ask_info
What platform will the session be streamed on?,ask_info
Your flight Royal Garden is confirmed for SG-452.,not_ask_info
Your flight 7:30 PM is confirmed for FESTIVE50.,not_ask_info
Your flight 10 AM is confirmed for Art Exhibition.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
When should I arrive at hotel FESTIVE50?,ask_info
What documents do I need for train travel?,ask_info
Where should I park my vehicle near the restaurant SG-452?,ask_info
Your concert tickets for Delhi are booked.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where can I collect my boarding pass for flight Alice?,ask_info
When does the restaurant open for dinner?,ask_info
What discount does coupon 6 PM offer?,ask_info
Your hotel reservation at Narendra Modi Stadium is confirmed.,not_ask_info
What platform will the session be streamed on?,ask_info
Who can help me with flight changes?,ask_info
When does the event 3 PM start?,ask_info
A reminder will be sent before the event starts.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Where can I redeem coupon Art Exhibition?,ask_info
Who manages bookings at hotel AI-301?,ask_info
What are the terms and conditions for coupon Narendra Modi Stadium?,ask_info
Who manages bookings at hotel AI-301?,ask_info
Who manages bookings at hotel 2025-12-01?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When should I arrive at the airport for flight Ocean View Diner?,ask_info
Who manages bookings at hotel Hilltop Inn?,ask_info
When can I download the event materials?,ask_info
Your hotel reservation at Meera is confirmed.,not_ask_info
Where can I access the online event?,ask_info
The event will be live-streamed online.,not_ask_info
Your hotel reservation at Ravi is confirmed.,not_ask_info
What is the baggage allowance for flight Hilltop Inn?,ask_info
Where can I collect tickets for The Spice House?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Where can I collect tickets for Music Concert?,ask_info
What should I bring to the match?,ask_info
Who do I contact for room service?,ask_info
Who can help me with flight changes?,ask_info
What is the topic of the webinar Narendra Modi Stadium?,ask_info
Where should I park my vehicle near the restaurant 2025-12-01?,ask_info
When does the event Ocean View Diner start?,ask_info
Your flight Hilltop Inn is confirmed for Food Festival.,not_ask_info
What is the refund policy for flight Narendra Modi Stadium?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
What are the terms and conditions for coupon Narendra Modi Stadium?,ask_info
Your hotel reservation at 2025-10-05 is confirmed.,not_ask_info
When does the train depart from Sunrise Hotel?,ask_info
Where is hotel Royal Garden located?,ask_info
Who is the keynote speaker at the webinar?,ask_info
When does the restaurant open for dinner?,ask_info
Where do I enter the promo code when booking?,ask_info
Who can help me with flight changes?,ask_info
A reminder will be sent before the event starts.,not_ask_info
When does the webinar start?,ask_info
What should I bring to the match?,ask_info
What platform will the session be streamed on?,ask_info
What is the topic of the webinar Royal Garden?,ask_info
When will the offer expire?,ask_info
What is the baggage allowance for flight 2025-10-05?,ask_info
The coupon 3 PM offers a 20% discount on selected items.,not_ask_info
What meal options are included in my package?,ask_info
When does the restaurant open for dinner?,ask_info
Dinner is included in your package.,not_ask_info
Who is the keynote speaker at the webinar?,ask_info
Your flight Wankhede Stadium is confirmed for AI-301.,not_ask_info
Your hotel reservation at 10 AM is confirmed.,not_ask_info
The coupon Royal Garden offers a 20% discount on selected items.,not_ask_info
What are the terms and conditions for coupon Alice?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Your hotel reservation at Art Exhibition is confirmed.,not_ask_info
Who will moderate the panel discussion?,ask_info
What is the refund policy for flight FESTIVE50?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Who will moderate the panel discussion?,ask_info
When should I arrive at the airport for flight Royal Garden?,ask_info
Where is the venue for the seminar?,ask_info
Dinner is included in your package.,not_ask_info
Who can help me apply the coupon?,ask_info
Dinner is included in your package.,not_ask_info
Dinner is included in your package.,not_ask_info
Where is hotel Narendra Modi Stadium located?,ask_info
The event will be live-streamed online.,not_ask_info
Your concert tickets for Hilltop Inn are booked.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Dinner is included in your package.,not_ask_info
When does the restaurant open for dinner?,ask_info
Who is eligible for the discount coupon AI-301?,ask_info
Dinner is included in your package.,not_ask_info
When should I arrive at the airport for flight AI-301?,ask_info
When will the offer expire?,ask_info
Who can help me with flight changes?,ask_info
Who is in charge of platform announcements?,ask_info
The coupon Ravi offers a 20% discount on selected items.,not_ask_info
Where should I park my vehicle near the restaurant SG-452?,ask_info
When will match tickets be available?,ask_info
Where can I redeem coupon Food Festival?,ask_info
Who is the chief guest at the event?,ask_info
What meal options are included in my package?,ask_info
Where can I redeem coupon John?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who is in charge of platform announcements?,ask_info
Where should I park my vehicle near the restaurant Art Exhibition?,ask_info
What meal options are included in my package?,ask_info
Your flight The Spice House is confirmed for Music Concert.,not_ask_info
What discount does coupon 2025-12-01 offer?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
When will match tickets be available?,ask_info
Where can I redeem coupon 7:30 PM?,ask_info
Where can I collect my boarding pass for flight Meera?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your hotel reservation at Tech Webinar is confirmed.,not_ask_info
A reminder will be sent before the event starts.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Your concert tickets for Food Festival are booked.,not_ask_info
When does the train depart from 10 AM?,ask_info
Who is eligible for the discount coupon IN-786?,ask_info
Who can help me apply the coupon?,ask_info
When should I arrive at hotel Royal Garden?,ask_info
When does the train depart from Pune?,ask_info
Where can I access the online event?,ask_info
When should I arrive at hotel IN-786?,ask_info
Who is the chief guest at the event?,ask_info
The event will be live-streamed online.,not_ask_info
When does the webinar start?,ask_info
A confirmation email has been sent to you.,not_ask_info
Your concert tickets for 2025-09-20 are booked.,not_ask_info
What discount does coupon Wankhede Stadium offer?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Your concert tickets for Music Concert are booked.,not_ask_info
Who will moderate the panel discussion?,ask_info
Who can help me apply the coupon?,ask_info
What discount does coupon IN-786 offer?,ask_info
Your concert tickets for AI-301 are booked.,not_ask_info
What meal options are included in my package?,ask_info
What are the check-in rules at hotel Alice?,ask_info
When will match tickets be available?,ask_info
When does the restaurant open for dinner?,ask_info
The coupon SG-452 offers a 20% discount on selected items.,not_ask_info
When is the last date to redeem coupon Hilltop Inn?,ask_info
A confirmation email has been sent to you.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
The coupon The Spice House offers a 20% discount on selected items.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Who can help me with flight changes?,ask_info
Who is eligible for the discount coupon FESTIVE50?,ask_info
Check-in starts 3 hours before departure.,not_ask_info
Who can help me apply the coupon?,ask_info
Coupons cannot be combined with other offers.,not_ask_info
The event will be live-streamed online.,not_ask_info
What platform will the session be streamed on?,ask_info
When does the restaurant open for dinner?,ask_info
A confirmation email has been sent to you.,not_ask_info
What platform will the session be streamed on?,ask_info
Where can I collect tickets for Royal Garden?,ask_info
Who will moderate the panel discussion?,ask_info
Who is eligible for the discount coupon Wankhede Stadium?,ask_info
A reminder will be sent before the event starts.,not_ask_info
What is the baggage allowance for flight Royal Garden?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where can I collect tickets for SAVE20?,ask_info
When does the train depart from 2025-12-01?,ask_info
Where is the parking near stadium Music Concert?,ask_info
When can I download the event materials?,ask_info
The coupon 7:30 PM offers a 20% discount on selected items.,not_ask_info
Who do I contact for room service?,ask_info
When does the restaurant open for dinner?,ask_info
When will the offer expire?,ask_info
A confirmation email has been sent to you.,not_ask_info
The coupon Sports Match offers a 20% discount on selected items.,not_ask_info
Where can I redeem coupon Narendra Modi Stadium?,ask_info
Where can I collect tickets for Ocean View Diner?,ask_info
Where should I park my vehicle near the restaurant AI-301?,ask_info
Where is the parking near stadium Narendra Modi Stadium?,ask_info
What are the terms and conditions for coupon Lakeview Resort?,ask_info
Your flight AI-301 is confirmed for Ocean View Diner.,not_ask_info
Where can I redeem coupon SG-452?,ask_info
Dinner is included in your package.,not_ask_info
Where can I collect my boarding pass for flight The Spice House?,ask_info
What are the seating arrangements at stadium Meera?,ask_info
Your concert tickets for The Spice House are booked.,not_ask_info
Your concert tickets for AI-301 are booked.,not_ask_info
Dinner is included in your package.,not_ask_info
Who is playing in the match?,ask_info
Your flight Lakeview Resort is confirmed for 2025-10-05.,not_ask_info
The coupon Wankhede Stadium offers a 20% discount on selected items.,not_ask_info
Your flight Sunrise Hotel is confirmed for 2025-12-01.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Check-in starts 3 hours before departure.,not_ask_info
The event will be live-streamed online.,not_ask_info
Where can I redeem coupon Meera?,ask_info
Your flight AI-301 is confirmed for Hilltop Inn.,not_ask_info
Your flight Mumbai is confirmed for John.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
Dinner is included in your package.,not_ask_info
The coupon Narendra Modi Stadium offers a 20% discount on selected items.,not_ask_info
Who is eligible for the discount coupon 6 PM?,ask_info
What are the check-in rules at hotel Ocean View Diner?,ask_info
Who is eligible for the discount coupon 7:30 PM?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Where is the parking near stadium 10 AM?,ask_info
The coupon The Spice House offers a 20% discount on selected items.,not_ask_info
Dinner is included in your package.,not_ask_info
Your concert tickets for Hilltop Inn are booked.,not_ask_info
What is the refund policy for flight 6 PM?,ask_info
Where can I access the online event?,ask_info
Your hotel reservation at Ravi is confirmed.,not_ask_info
Dinner is included in your package.,not_ask_info
What documents do I need for train travel?,ask_info
What are the seating arrangements at stadium Tech Webinar?,ask_info
Your flight Lakeview Resort is confirmed for Food Festival.,not_ask_info
Your hotel reservation at Sunrise Hotel is confirmed.,not_ask_info
What is the baggage allowance for flight Lakeview Resort?,ask_info
When should I arrive at hotel Ocean View Diner?,ask_info
Where can I access the online event?,ask_info
Where is the venue for the seminar?,ask_info
The event will be live-streamed online.,not_ask_info
Where can I collect tickets for SG-452?,ask_info
Where is platform 5 located at Narendra Modi Stadium station?,ask_info
Where is the parking near stadium 3 PM?,ask_info
When does the restaurant open for dinner?,ask_info
Where do I enter the promo code when booking?,ask_info
Your concert tickets for 10 AM are booked.,not_ask_info
When will match tickets be available?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where is platform 5 located at Wankhede Stadium station?,ask_info
Your concert tickets for Delhi are booked.,not_ask_info
Who will moderate the panel discussion?,ask_info
What are the check-in rules at hotel Wankhede Stadium?,ask_info
Where is hotel Ocean View Diner located?,ask_info
The coupon 6 PM offers a 20% discount on selected items.,not_ask_info
Your flight Ocean View Diner is confirmed for Sunrise Hotel.,not_ask_info
When does the webinar start?,ask_info
Where is hotel Mumbai located?,ask_info
A confirmation email has been sent to you.,not_ask_info
Dinner is included in your package.,not_ask_info
A confirmation email has been sent to you.,not_ask_info
What is the topic of the webinar SG-452?,ask_info
Where is platform 5 located at IN-786 station?,ask_info
Where is the parking near stadium Ocean View Diner?,ask_info
Dinner is included in your package.,not_ask_info
What are the seating arrangements at stadium Eden Gardens?,ask_info
Dinner is included in your package.,not_ask_info
Your concert tickets for 7:30 PM are booked.,not_ask_info
What are the terms and conditions for coupon 2025-12-01?,ask_info
A reminder will be sent before the event starts.,not_ask_info
Coupons cannot be combined with other offers.,not_ask_info
Your hotel reservation at Wankhede Stadium is confirmed.,not_ask_info
Where is hotel 6 PM located?,ask_info
Your hotel reservation at Ravi is confirmed.,not_ask_info
Your concert tickets for AI-301 are booked.,not_ask_info
Your hotel reservation at 2025-11-15 is confirmed.,not_ask_info
What discount does coupon Meera offer?,ask_info
Where can I collect my boarding pass for flight Pune?,ask_info
What should I bring to the match?,ask_info
Your flight FESTIVE50 is confirmed for SAVE20.,not_ask_info
When should I arrive at the airport for flight Alice?,ask_info
Your flight Tech Webinar is confirmed for Food Festival.,not_ask_info
The event will be live-streamed online.,not_ask_info
Who is eligible for the discount coupon Art Exhibition?,ask_info
A confirmation email has been sent to you.,not_ask_info
Where is the parking near stadium Mumbai?,ask_info
